date,location_identifier,transactions
01-11-2018,location_45,3651
01-11-2018,location_46,3221
01-11-2018,location_47,3903
01-11-2018,location_48,2559
01-11-2018,location_49,3056
01-11-2018,location_50,2279
01-11-2018,location_51,1607
01-11-2018,location_53,1377
01-11-2018,location_54,1013
02-11-2018,location_1,505
02-11-2018,location_2,1795
02-11-2018,location_3,3198
02-11-2018,location_4,1453
02-11-2018,location_5,1186
02-11-2018,location_6,1939
02-11-2018,location_7,1594
02-11-2018,location_8,2459
02-11-2018,location_9,2146
02-11-2018,location_10,834
02-11-2018,location_11,2682
02-11-2018,location_12,1097
02-11-2018,location_13,782
02-11-2018,location_14,1214
02-11-2018,location_15,1008
02-11-2018,location_16,782
02-11-2018,location_17,1644
02-11-2018,location_19,1323
02-11-2018,location_20,1628
02-11-2018,location_21,1167
02-11-2018,location_22,842
02-11-2018,location_23,968
02-11-2018,location_24,1850
02-11-2018,location_25,2408
02-11-2018,location_26,610
02-11-2018,location_27,1837
02-11-2018,location_28,1413
02-11-2018,location_29,1113
02-11-2018,location_30,709
02-11-2018,location_31,1423
02-11-2018,location_32,621
02-11-2018,location_33,819
02-11-2018,location_34,2666
02-11-2018,location_35,936
02-11-2018,location_36,1338
02-11-2018,location_37,1481
02-11-2018,location_38,1711
02-11-2018,location_39,1090
02-11-2018,location_40,1020
02-11-2018,location_41,1295
02-11-2018,location_42,1169
02-11-2018,location_43,1378
02-11-2018,location_44,5341
02-11-2018,location_45,4140
02-11-2018,location_46,4031
02-11-2018,location_47,4356
02-11-2018,location_48,3352
02-11-2018,location_49,3243
02-11-2018,location_50,2739
02-11-2018,location_51,1717
02-11-2018,location_53,1559
02-11-2018,location_54,843
03-11-2018,location_1,445
03-11-2018,location_2,1552
03-11-2018,location_3,2830
03-11-2018,location_4,1187
03-11-2018,location_5,1044
03-11-2018,location_6,1583
03-11-2018,location_7,1308
03-11-2018,location_8,1987
03-11-2018,location_9,1960
03-11-2018,location_10,695
03-11-2018,location_11,2320
03-11-2018,location_12,1027
03-11-2018,location_13,806
03-11-2018,location_14,1102
03-11-2018,location_15,1180
03-11-2018,location_16,697
03-11-2018,location_17,1504
03-11-2018,location_19,1234
03-11-2018,location_20,1630
03-11-2018,location_21,1139
03-11-2018,location_22,714
03-11-2018,location_23,890
03-11-2018,location_24,1612
03-11-2018,location_25,2738
03-11-2018,location_26,450
03-11-2018,location_27,1657
03-11-2018,location_28,1235
03-11-2018,location_29,1012
03-11-2018,location_30,601
03-11-2018,location_31,1313
03-11-2018,location_32,601
03-11-2018,location_33,869
03-11-2018,location_34,2025
03-11-2018,location_35,1015
03-11-2018,location_36,1246
03-11-2018,location_37,1277
03-11-2018,location_38,1507
03-11-2018,location_39,1115
03-11-2018,location_40,1032
03-11-2018,location_41,1183
03-11-2018,location_42,1032
03-11-2018,location_43,1290
03-11-2018,location_44,4186
03-11-2018,location_45,3992
03-11-2018,location_46,4069
03-11-2018,location_47,4127
03-11-2018,location_48,3280
03-11-2018,location_49,2772
03-11-2018,location_50,2934
03-11-2018,location_51,1397
03-11-2018,location_53,1309
03-11-2018,location_54,815
04-11-2018,location_1,923
04-11-2018,location_2,1685
04-11-2018,location_3,3033
04-11-2018,location_4,1377
04-11-2018,location_5,989
04-11-2018,location_6,1757
04-11-2018,location_7,1529
04-11-2018,location_8,2284
04-11-2018,location_9,1919
04-11-2018,location_10,746
04-11-2018,location_11,2497
04-11-2018,location_12,1469
04-11-2018,location_13,1091
04-11-2018,location_14,1094
04-11-2018,location_15,1187
04-11-2018,location_16,795
04-11-2018,location_17,1444
04-11-2018,location_19,1283
04-11-2018,location_20,1496
04-11-2018,location_21,1042
04-11-2018,location_22,779
04-11-2018,location_23,1010
04-11-2018,location_24,1776
04-11-2018,location_25,2575
04-11-2018,location_26,531
04-11-2018,location_27,1672
04-11-2018,location_28,1142
04-11-2018,location_29,942
04-11-2018,location_30,603
04-11-2018,location_31,1251
04-11-2018,location_32,558
04-11-2018,location_33,851
04-11-2018,location_34,1876
04-11-2018,location_35,875
04-11-2018,location_36,1197
04-11-2018,location_37,1325
04-11-2018,location_38,1626
04-11-2018,location_39,1194
04-11-2018,location_40,1129
04-11-2018,location_41,1202
04-11-2018,location_42,1192
04-11-2018,location_43,1268
04-11-2018,location_44,4421
04-11-2018,location_45,4294
04-11-2018,location_46,4104
04-11-2018,location_47,4179
04-11-2018,location_48,3151
04-11-2018,location_49,2965
04-11-2018,location_50,2921
04-11-2018,location_51,1423
04-11-2018,location_53,1244
04-11-2018,location_54,846
05-11-2018,location_1,915
05-11-2018,location_2,1632
05-11-2018,location_3,3169
05-11-2018,location_4,1373
05-11-2018,location_5,1213
05-11-2018,location_6,1779
05-11-2018,location_7,1467
05-11-2018,location_8,2339
05-11-2018,location_9,2038
05-11-2018,location_10,877
05-11-2018,location_11,2903
05-11-2018,location_12,1065
05-11-2018,location_13,955
05-11-2018,location_14,1477
05-11-2018,location_15,1223
05-11-2018,location_16,736
05-11-2018,location_17,1522
05-11-2018,location_19,1694
05-11-2018,location_20,1607
05-11-2018,location_21,1088
05-11-2018,location_22,819
05-11-2018,location_23,980
05-11-2018,location_24,1809
05-11-2018,location_25,1965
05-11-2018,location_26,486
05-11-2018,location_27,1634
05-11-2018,location_28,1191
05-11-2018,location_29,1118
05-11-2018,location_30,560
05-11-2018,location_31,1254
05-11-2018,location_32,547
05-11-2018,location_33,920
05-11-2018,location_34,1975
05-11-2018,location_35,898
05-11-2018,location_36,1154
05-11-2018,location_37,1386
05-11-2018,location_38,1673
05-11-2018,location_39,1394
05-11-2018,location_40,1225
05-11-2018,location_41,1195
05-11-2018,location_42,1186
05-11-2018,location_43,1243
05-11-2018,location_44,4725
05-11-2018,location_45,4396
05-11-2018,location_46,4300
05-11-2018,location_47,4464
05-11-2018,location_48,3556
05-11-2018,location_49,3158
05-11-2018,location_50,3005
05-11-2018,location_51,1346
05-11-2018,location_53,1288
05-11-2018,location_54,898
06-11-2018,location_1,478
06-11-2018,location_2,1887
06-11-2018,location_3,3474
06-11-2018,location_4,1652
06-11-2018,location_5,1138
06-11-2018,location_6,2108
06-11-2018,location_7,1551
06-11-2018,location_8,2546
06-11-2018,location_9,2118
06-11-2018,location_10,863
06-11-2018,location_11,2884
06-11-2018,location_12,1353
06-11-2018,location_13,1023
06-11-2018,location_14,988
06-11-2018,location_15,1073
06-11-2018,location_16,851
06-11-2018,location_17,1739
06-11-2018,location_19,1269
06-11-2018,location_20,2106
06-11-2018,location_21,1323
06-11-2018,location_22,869
06-11-2018,location_23,939
06-11-2018,location_24,1690
06-11-2018,location_25,837
06-11-2018,location_26,556
06-11-2018,location_27,1900
06-11-2018,location_28,1411
06-11-2018,location_29,1277
06-11-2018,location_30,640
06-11-2018,location_31,1457
06-11-2018,location_32,578
06-11-2018,location_33,891
06-11-2018,location_34,1934
06-11-2018,location_35,705
06-11-2018,location_36,851
06-11-2018,location_37,1200
06-11-2018,location_38,1856
06-11-2018,location_39,1468
06-11-2018,location_40,1121
06-11-2018,location_41,1369
06-11-2018,location_42,1208
06-11-2018,location_43,1368
06-11-2018,location_44,5325
06-11-2018,location_45,4544
06-11-2018,location_46,4719
06-11-2018,location_47,4724
06-11-2018,location_48,4022
06-11-2018,location_49,3391
06-11-2018,location_50,2956
06-11-2018,location_51,1623
06-11-2018,location_53,1281
06-11-2018,location_54,1016
07-11-2018,location_1,1755
07-11-2018,location_2,1883
07-11-2018,location_3,3029
07-11-2018,location_4,1343
07-11-2018,location_5,1412
07-11-2018,location_6,1621
07-11-2018,location_7,1833
07-11-2018,location_8,2718
07-11-2018,location_9,2166
07-11-2018,location_10,811
07-11-2018,location_11,2141
07-11-2018,location_12,1235
07-11-2018,location_13,950
07-11-2018,location_14,1459
07-11-2018,location_15,1534
07-11-2018,location_16,762
07-11-2018,location_17,1441
07-11-2018,location_19,1290
07-11-2018,location_20,1194
07-11-2018,location_21,1058
07-11-2018,location_22,755
07-11-2018,location_23,1030
07-11-2018,location_24,2140
07-11-2018,location_25,806
07-11-2018,location_26,514
07-11-2018,location_27,1485
07-11-2018,location_28,1093
07-11-2018,location_29,1099
07-11-2018,location_30,661
07-11-2018,location_31,1243
07-11-2018,location_32,525
07-11-2018,location_33,955
07-11-2018,location_34,2182
07-11-2018,location_35,630
07-11-2018,location_36,1155
07-11-2018,location_37,1488
07-11-2018,location_38,1342
07-11-2018,location_39,1329
07-11-2018,location_40,1392
07-11-2018,location_41,1260
07-11-2018,location_42,1171
07-11-2018,location_43,1308
07-11-2018,location_44,3952
07-11-2018,location_45,3564
07-11-2018,location_46,3160
07-11-2018,location_47,3848
07-11-2018,location_48,2592
07-11-2018,location_49,3076
07-11-2018,location_50,2376
07-11-2018,location_51,1504
07-11-2018,location_53,984
07-11-2018,location_54,860
08-11-2018,location_1,1810
08-11-2018,location_2,1817
08-11-2018,location_3,2841
08-11-2018,location_4,1337
08-11-2018,location_5,1229
08-11-2018,location_6,1629
08-11-2018,location_7,1868
08-11-2018,location_8,2685
08-11-2018,location_9,2109
08-11-2018,location_10,910
08-11-2018,location_11,2072
08-11-2018,location_12,1208
08-11-2018,location_13,923
08-11-2018,location_14,1278
08-11-2018,location_15,1423
08-11-2018,location_16,714
08-11-2018,location_17,1510
08-11-2018,location_19,1148
08-11-2018,location_20,1355
08-11-2018,location_21,1043
08-11-2018,location_22,708
08-11-2018,location_23,1062
08-11-2018,location_24,2064
08-11-2018,location_25,751
08-11-2018,location_26,442
08-11-2018,location_27,1412
08-11-2018,location_28,1225
08-11-2018,location_29,1142
08-11-2018,location_30,696
08-11-2018,location_31,1341
08-11-2018,location_32,596
08-11-2018,location_33,917
08-11-2018,location_34,2078
08-11-2018,location_35,662
08-11-2018,location_36,1170
08-11-2018,location_37,1390
08-11-2018,location_38,1215
08-11-2018,location_39,1481
08-11-2018,location_40,1454
08-11-2018,location_41,953
08-11-2018,location_42,933
08-11-2018,location_43,1119
08-11-2018,location_44,3874
08-11-2018,location_45,3249
08-11-2018,location_46,2985
08-11-2018,location_47,3587
08-11-2018,location_48,2432
08-11-2018,location_49,2779
08-11-2018,location_50,2212
08-11-2018,location_51,1360
08-11-2018,location_53,929
08-11-2018,location_54,790
09-11-2018,location_1,1918
09-11-2018,location_2,1907
09-11-2018,location_3,3196
09-11-2018,location_4,1432
09-11-2018,location_5,1310
09-11-2018,location_6,1658
09-11-2018,location_7,1963
09-11-2018,location_8,2743
09-11-2018,location_9,1871
09-11-2018,location_10,838
09-11-2018,location_11,2196
09-11-2018,location_12,1194
09-11-2018,location_13,860
09-11-2018,location_14,1251
09-11-2018,location_15,1307
09-11-2018,location_16,750
09-11-2018,location_17,1358
09-11-2018,location_19,1079
09-11-2018,location_20,1267
09-11-2018,location_21,928
09-11-2018,location_22,672
09-11-2018,location_23,1040
09-11-2018,location_24,2156
09-11-2018,location_25,815
09-11-2018,location_26,532
09-11-2018,location_27,1498
09-11-2018,location_28,972
09-11-2018,location_29,954
09-11-2018,location_30,659
09-11-2018,location_31,1167
09-11-2018,location_32,498
09-11-2018,location_33,764
09-11-2018,location_34,1890
09-11-2018,location_35,582
09-11-2018,location_36,916
09-11-2018,location_37,1576
09-11-2018,location_38,1343
09-11-2018,location_39,1179
09-11-2018,location_40,1304
09-11-2018,location_41,1048
09-11-2018,location_42,1043
09-11-2018,location_43,1124
09-11-2018,location_44,4337
09-11-2018,location_45,3383
09-11-2018,location_46,3045
09-11-2018,location_47,3582
09-11-2018,location_48,2409
09-11-2018,location_49,2900
09-11-2018,location_50,2214
09-11-2018,location_51,1624
09-11-2018,location_53,1048
09-11-2018,location_54,777
10-11-2018,location_1,1712
10-11-2018,location_2,1747
10-11-2018,location_3,2721
10-11-2018,location_4,1296
10-11-2018,location_5,1218
10-11-2018,location_6,1497
10-11-2018,location_7,1742
10-11-2018,location_8,2325
10-11-2018,location_9,1861
10-11-2018,location_10,746
10-11-2018,location_11,1933
10-11-2018,location_12,1016
10-11-2018,location_13,731
10-11-2018,location_14,1203
10-11-2018,location_15,1264
10-11-2018,location_16,678
10-11-2018,location_17,1301
10-11-2018,location_19,1076
10-11-2018,location_20,1188
10-11-2018,location_21,881
10-11-2018,location_22,704
10-11-2018,location_23,1032
10-11-2018,location_24,2073
10-11-2018,location_25,715
10-11-2018,location_26,530
10-11-2018,location_27,1420
10-11-2018,location_28,1028
10-11-2018,location_29,1040
10-11-2018,location_30,679
10-11-2018,location_31,1232
10-11-2018,location_32,514
10-11-2018,location_33,797
10-11-2018,location_34,1831
10-11-2018,location_35,600
10-11-2018,location_36,966
10-11-2018,location_37,1363
10-11-2018,location_38,1034
10-11-2018,location_39,1163
10-11-2018,location_40,1216
10-11-2018,location_41,900
10-11-2018,location_42,937
10-11-2018,location_43,1153
10-11-2018,location_44,3586
10-11-2018,location_45,2928
10-11-2018,location_46,2593
10-11-2018,location_47,3163
10-11-2018,location_48,2173
10-11-2018,location_49,2430
10-11-2018,location_50,1914
10-11-2018,location_51,1350
10-11-2018,location_53,936
10-11-2018,location_54,632
11-11-2018,location_1,1670
11-11-2018,location_2,1677
11-11-2018,location_3,3016
11-11-2018,location_4,1367
11-11-2018,location_5,1282
11-11-2018,location_6,1574
11-11-2018,location_7,1920
11-11-2018,location_8,2702
11-11-2018,location_9,1760
11-11-2018,location_10,679
11-11-2018,location_11,2027
11-11-2018,location_12,1086
11-11-2018,location_13,835
11-11-2018,location_14,1077
11-11-2018,location_15,1273
11-11-2018,location_16,694
11-11-2018,location_17,1162
11-11-2018,location_19,984
11-11-2018,location_20,1114
11-11-2018,location_21,898
11-11-2018,location_22,673
11-11-2018,location_23,1000
11-11-2018,location_24,2392
11-11-2018,location_25,766
11-11-2018,location_26,645
11-11-2018,location_27,1560
11-11-2018,location_28,955
11-11-2018,location_29,919
11-11-2018,location_30,611
11-11-2018,location_31,1187
11-11-2018,location_32,550
11-11-2018,location_33,733
11-11-2018,location_34,2066
11-11-2018,location_35,582
11-11-2018,location_36,945
11-11-2018,location_37,1452
11-11-2018,location_38,1436
11-11-2018,location_39,1210
11-11-2018,location_40,1215
11-11-2018,location_41,1071
11-11-2018,location_42,1094
11-11-2018,location_43,1158
11-11-2018,location_44,4068
11-11-2018,location_45,3634
11-11-2018,location_46,3048
11-11-2018,location_47,3556
11-11-2018,location_48,2397
11-11-2018,location_49,3115
11-11-2018,location_50,2410
11-11-2018,location_51,1727
11-11-2018,location_53,1072
11-11-2018,location_54,771
12-11-2018,location_1,1448
12-11-2018,location_2,2152
12-11-2018,location_3,3572
12-11-2018,location_4,1592
12-11-2018,location_5,1261
12-11-2018,location_6,2050
12-11-2018,location_7,1811
12-11-2018,location_8,3087
12-11-2018,location_9,2177
12-11-2018,location_10,930
12-11-2018,location_11,2275
12-11-2018,location_12,1215
12-11-2018,location_13,1061
12-11-2018,location_14,1458
12-11-2018,location_15,1274
12-11-2018,location_16,774
12-11-2018,location_17,1543
12-11-2018,location_19,1602
12-11-2018,location_20,1646
12-11-2018,location_21,1161
12-11-2018,location_22,719
12-11-2018,location_23,1075
12-11-2018,location_24,2266
12-11-2018,location_25,985
12-11-2018,location_26,703
12-11-2018,location_27,1744
12-11-2018,location_28,1304
12-11-2018,location_29,1174
12-11-2018,location_30,720
12-11-2018,location_31,1350
12-11-2018,location_32,654
12-11-2018,location_33,909
12-11-2018,location_34,2277
12-11-2018,location_35,633
12-11-2018,location_36,1035
12-11-2018,location_37,1511
12-11-2018,location_38,1733
12-11-2018,location_39,1482
12-11-2018,location_40,1342
12-11-2018,location_41,1199
12-11-2018,location_42,1307
12-11-2018,location_43,1162
12-11-2018,location_44,5191
12-11-2018,location_45,4186
12-11-2018,location_46,4138
12-11-2018,location_47,4453
12-11-2018,location_48,3280
12-11-2018,location_49,3242
12-11-2018,location_50,3057
12-11-2018,location_51,1696
12-11-2018,location_53,1274
12-11-2018,location_54,826
13-11-2018,location_1,574
13-11-2018,location_2,2123
13-11-2018,location_3,3963
13-11-2018,location_4,1805
13-11-2018,location_5,1290
13-11-2018,location_6,2264
13-11-2018,location_7,1789
13-11-2018,location_8,2984
13-11-2018,location_9,2299
13-11-2018,location_10,881
13-11-2018,location_11,2706
13-11-2018,location_12,1280
13-11-2018,location_13,884
13-11-2018,location_14,1076
13-11-2018,location_15,1150
13-11-2018,location_16,949
13-11-2018,location_17,1917
13-11-2018,location_19,1236
13-11-2018,location_20,2220
13-11-2018,location_21,1576
13-11-2018,location_22,762
13-11-2018,location_23,990
13-11-2018,location_24,1861
13-11-2018,location_25,835
13-11-2018,location_26,667
13-11-2018,location_27,1958
13-11-2018,location_28,1618
13-11-2018,location_29,1360
13-11-2018,location_30,687
13-11-2018,location_31,1606
13-11-2018,location_32,633
13-11-2018,location_33,964
13-11-2018,location_34,1932
13-11-2018,location_35,708
13-11-2018,location_36,1159
13-11-2018,location_37,1113
13-11-2018,location_38,2019
13-11-2018,location_39,1604
13-11-2018,location_40,1185
13-11-2018,location_41,1485
13-11-2018,location_42,1377
13-11-2018,location_43,1404
13-11-2018,location_44,5690
13-11-2018,location_45,4605
13-11-2018,location_46,5010
13-11-2018,location_47,5018
13-11-2018,location_48,4082
13-11-2018,location_49,3607
13-11-2018,location_50,3095
13-11-2018,location_51,1934
13-11-2018,location_53,1356
13-11-2018,location_54,1119
14-11-2018,location_1,1814
14-11-2018,location_2,1808
14-11-2018,location_3,2970
14-11-2018,location_4,1339
14-11-2018,location_5,1235
14-11-2018,location_6,1606
14-11-2018,location_7,1848
14-11-2018,location_8,2617
14-11-2018,location_9,1872
14-11-2018,location_10,853
14-11-2018,location_11,2018
14-11-2018,location_12,1182
14-11-2018,location_13,881
14-11-2018,location_14,1351
14-11-2018,location_15,1397
14-11-2018,location_16,761
14-11-2018,location_17,1442
14-11-2018,location_19,1160
14-11-2018,location_20,1313
14-11-2018,location_21,951
14-11-2018,location_22,696
14-11-2018,location_23,934
14-11-2018,location_24,1972
14-11-2018,location_25,720
14-11-2018,location_26,527
14-11-2018,location_27,1456
14-11-2018,location_28,1093
14-11-2018,location_29,1065
14-11-2018,location_30,674
14-11-2018,location_31,1227
14-11-2018,location_32,533
14-11-2018,location_33,825
14-11-2018,location_34,2039
14-11-2018,location_35,582
14-11-2018,location_36,954
14-11-2018,location_37,1436
14-11-2018,location_38,1307
14-11-2018,location_39,1305
14-11-2018,location_40,1432
14-11-2018,location_41,998
14-11-2018,location_42,1032
14-11-2018,location_44,4032
14-11-2018,location_45,3258
14-11-2018,location_46,2934
14-11-2018,location_47,3387
14-11-2018,location_48,2276
14-11-2018,location_49,2784
14-11-2018,location_50,2128
14-11-2018,location_51,1435
14-11-2018,location_53,1026
14-11-2018,location_54,832
15-11-2018,location_1,1811
15-11-2018,location_2,1786
15-11-2018,location_3,2882
15-11-2018,location_4,1341
15-11-2018,location_5,1169
15-11-2018,location_6,1579
15-11-2018,location_7,1805
15-11-2018,location_8,2481
15-11-2018,location_9,2062
15-11-2018,location_10,870
15-11-2018,location_11,2208
15-11-2018,location_12,1133
15-11-2018,location_13,802
15-11-2018,location_14,1208
15-11-2018,location_15,1424
15-11-2018,location_16,694
15-11-2018,location_17,1480
15-11-2018,location_19,1073
15-11-2018,location_20,1461
15-11-2018,location_21,954
15-11-2018,location_22,730
15-11-2018,location_23,977
15-11-2018,location_24,2146
15-11-2018,location_25,663
15-11-2018,location_26,531
15-11-2018,location_27,1480
15-11-2018,location_28,1259
15-11-2018,location_29,1221
15-11-2018,location_30,804
15-11-2018,location_31,1314
15-11-2018,location_32,575
15-11-2018,location_33,842
15-11-2018,location_34,1997
15-11-2018,location_35,700
15-11-2018,location_36,1089
15-11-2018,location_37,1428
15-11-2018,location_38,1273
15-11-2018,location_39,1347
15-11-2018,location_40,1388
15-11-2018,location_41,936
15-11-2018,location_42,935
15-11-2018,location_44,3387
15-11-2018,location_45,2959
15-11-2018,location_46,2876
15-11-2018,location_47,3259
15-11-2018,location_48,2398
15-11-2018,location_49,2491
15-11-2018,location_50,2192
15-11-2018,location_51,1388
15-11-2018,location_53,1045
15-11-2018,location_54,798
16-11-2018,location_1,1901
16-11-2018,location_2,1879
16-11-2018,location_3,3294
16-11-2018,location_4,1541
16-11-2018,location_5,1332
16-11-2018,location_6,1780
16-11-2018,location_7,2008
16-11-2018,location_8,2835
16-11-2018,location_9,1987
16-11-2018,location_10,826
16-11-2018,location_11,2103
16-11-2018,location_12,1157
16-11-2018,location_13,849
16-11-2018,location_14,1181
16-11-2018,location_15,1311
16-11-2018,location_16,613
16-11-2018,location_17,1353
16-11-2018,location_19,1102
16-11-2018,location_20,1368
16-11-2018,location_21,913
16-11-2018,location_22,675
16-11-2018,location_23,1076
16-11-2018,location_24,2205
16-11-2018,location_25,837
16-11-2018,location_26,636
16-11-2018,location_27,1643
16-11-2018,location_28,1140
16-11-2018,location_29,1034
16-11-2018,location_30,728
16-11-2018,location_31,1226
16-11-2018,location_32,553
16-11-2018,location_33,834
16-11-2018,location_34,1996
16-11-2018,location_35,643
16-11-2018,location_36,1030
16-11-2018,location_37,1599
16-11-2018,location_38,1374
16-11-2018,location_39,1231
16-11-2018,location_40,1328
16-11-2018,location_41,1275
16-11-2018,location_42,1101
16-11-2018,location_44,4236
16-11-2018,location_45,3485
16-11-2018,location_46,3219
16-11-2018,location_47,3696
16-11-2018,location_48,2584
16-11-2018,location_49,3006
16-11-2018,location_50,2303
16-11-2018,location_51,1657
16-11-2018,location_53,1179
16-11-2018,location_54,741
17-11-2018,location_1,1732
17-11-2018,location_2,1927
17-11-2018,location_3,2816
17-11-2018,location_4,1301
17-11-2018,location_5,1059
17-11-2018,location_6,1569
17-11-2018,location_7,1773
17-11-2018,location_8,2619
17-11-2018,location_9,2003
17-11-2018,location_10,897
17-11-2018,location_11,2066
17-11-2018,location_12,1187
17-11-2018,location_13,779
17-11-2018,location_14,1094
17-11-2018,location_15,1196
17-11-2018,location_16,587
17-11-2018,location_17,1395
17-11-2018,location_19,1025
17-11-2018,location_20,1406
17-11-2018,location_21,822
17-11-2018,location_22,621
17-11-2018,location_23,950
17-11-2018,location_24,1982
17-11-2018,location_25,643
17-11-2018,location_26,489
17-11-2018,location_27,1423
17-11-2018,location_28,1192
17-11-2018,location_29,1079
17-11-2018,location_30,722
17-11-2018,location_31,1251
17-11-2018,location_32,593
17-11-2018,location_33,830
17-11-2018,location_34,1970
17-11-2018,location_35,627
17-11-2018,location_36,1000
17-11-2018,location_37,1435
17-11-2018,location_38,1179
17-11-2018,location_39,1180
17-11-2018,location_40,1218
17-11-2018,location_41,990
17-11-2018,location_42,937
17-11-2018,location_44,3940
17-11-2018,location_45,3044
17-11-2018,location_46,2790
17-11-2018,location_47,3495
17-11-2018,location_48,2441
17-11-2018,location_49,2647
17-11-2018,location_50,2039
17-11-2018,location_51,1401
17-11-2018,location_53,933
17-11-2018,location_54,705
18-11-2018,location_1,1805
18-11-2018,location_2,1847
18-11-2018,location_3,3210
18-11-2018,location_4,1511
18-11-2018,location_5,1193
18-11-2018,location_6,1693
18-11-2018,location_7,1963
18-11-2018,location_8,2841
18-11-2018,location_9,1862
18-11-2018,location_10,729
18-11-2018,location_11,2211
18-11-2018,location_12,1101
18-11-2018,location_13,758
18-11-2018,location_14,989
18-11-2018,location_15,1168
18-11-2018,location_16,625
18-11-2018,location_17,1224
18-11-2018,location_19,1049
18-11-2018,location_20,1236
18-11-2018,location_21,915
18-11-2018,location_22,634
18-11-2018,location_23,1007
18-11-2018,location_24,2414
18-11-2018,location_25,956
18-11-2018,location_26,591
18-11-2018,location_27,1510
18-11-2018,location_28,1078
18-11-2018,location_29,955
18-11-2018,location_30,692
18-11-2018,location_31,1213
18-11-2018,location_32,586
18-11-2018,location_33,719
18-11-2018,location_34,2316
18-11-2018,location_35,637
18-11-2018,location_36,954
18-11-2018,location_37,1567
18-11-2018,location_38,1377
18-11-2018,location_39,1218
18-11-2018,location_40,1337
18-11-2018,location_41,1110
18-11-2018,location_42,1075
18-11-2018,location_43,1746
18-11-2018,location_44,4491
18-11-2018,location_45,3623
18-11-2018,location_46,3057
18-11-2018,location_47,3620
18-11-2018,location_48,2407
18-11-2018,location_49,3169
18-11-2018,location_50,2397
18-11-2018,location_51,1686
18-11-2018,location_53,1068
18-11-2018,location_54,714
19-11-2018,location_1,1341
19-11-2018,location_2,1924
19-11-2018,location_3,3629
19-11-2018,location_4,1581
19-11-2018,location_5,1235
19-11-2018,location_6,1948
19-11-2018,location_7,1854
19-11-2018,location_8,2867
19-11-2018,location_9,2171
19-11-2018,location_10,980
19-11-2018,location_11,2557
19-11-2018,location_12,1220
19-11-2018,location_13,1070
19-11-2018,location_14,1556
19-11-2018,location_15,1314
19-11-2018,location_16,757
19-11-2018,location_17,1673
19-11-2018,location_19,1573
19-11-2018,location_20,1666
19-11-2018,location_21,1229
19-11-2018,location_22,791
19-11-2018,location_23,1032
19-11-2018,location_24,2191
19-11-2018,location_25,1041
19-11-2018,location_26,547
19-11-2018,location_27,1794
19-11-2018,location_28,1311
19-11-2018,location_29,1268
19-11-2018,location_30,703
19-11-2018,location_31,1400
19-11-2018,location_32,624
19-11-2018,location_33,1037
19-11-2018,location_34,2143
19-11-2018,location_35,680
19-11-2018,location_36,1090
19-11-2018,location_37,1579
19-11-2018,location_38,1808
19-11-2018,location_39,1615
19-11-2018,location_40,1456
19-11-2018,location_41,1318
19-11-2018,location_42,1328
19-11-2018,location_43,1579
19-11-2018,location_44,5332
19-11-2018,location_45,4470
19-11-2018,location_46,4209
19-11-2018,location_47,4562
19-11-2018,location_48,3322
19-11-2018,location_49,3393
19-11-2018,location_50,3291
19-11-2018,location_51,1633
19-11-2018,location_53,1205
19-11-2018,location_54,894
20-11-2018,location_1,534
20-11-2018,location_2,2015
20-11-2018,location_3,3913
20-11-2018,location_4,1732
20-11-2018,location_5,1091
20-11-2018,location_6,2174
20-11-2018,location_7,1690
20-11-2018,location_8,2809
20-11-2018,location_9,2327
20-11-2018,location_10,919
20-11-2018,location_11,2549
20-11-2018,location_12,1251
20-11-2018,location_13,925
20-11-2018,location_14,1017
20-11-2018,location_15,1012
20-11-2018,location_16,830
20-11-2018,location_17,1911
20-11-2018,location_19,1144
20-11-2018,location_20,2100
20-11-2018,location_21,1363
20-11-2018,location_22,733
20-11-2018,location_23,1041
20-11-2018,location_24,1907
20-11-2018,location_25,841
20-11-2018,location_26,526
20-11-2018,location_27,1933
20-11-2018,location_28,1570
20-11-2018,location_29,1354
20-11-2018,location_30,668
20-11-2018,location_31,1551
20-11-2018,location_32,672
20-11-2018,location_33,943
20-11-2018,location_34,2054
20-11-2018,location_35,713
20-11-2018,location_36,1151
20-11-2018,location_37,1148
20-11-2018,location_38,1748
20-11-2018,location_39,1587
20-11-2018,location_40,1180
20-11-2018,location_41,1381
20-11-2018,location_42,1304
20-11-2018,location_43,1809
20-11-2018,location_44,5539
20-11-2018,location_45,4645
20-11-2018,location_46,4780
20-11-2018,location_47,4942
20-11-2018,location_48,4138
20-11-2018,location_49,3602
20-11-2018,location_50,3380
20-11-2018,location_51,1796
20-11-2018,location_53,1346
20-11-2018,location_54,1080
21-11-2018,location_1,1862
21-11-2018,location_2,1886
21-11-2018,location_3,3029
21-11-2018,location_4,1369
21-11-2018,location_5,1248
21-11-2018,location_6,1741
21-11-2018,location_7,1915
21-11-2018,location_8,2662
21-11-2018,location_9,2054
21-11-2018,location_10,862
21-11-2018,location_11,2114
21-11-2018,location_12,1267
21-11-2018,location_13,900
21-11-2018,location_14,1372
21-11-2018,location_15,1514
21-11-2018,location_16,792
21-11-2018,location_17,1559
21-11-2018,location_19,1223
21-11-2018,location_20,1353
21-11-2018,location_21,943
21-11-2018,location_22,753
21-11-2018,location_23,917
21-11-2018,location_24,2128
21-11-2018,location_25,689
